4.250340e+003,1.643164e+000
4.254197e+003,1.647572e+000
4.258054e+003,1.648162e+000
4.261911e+003,1.648565e+000
4.265768e+003,1.647531e+000
4.269625e+003,1.647166e+000
4.273482e+003,1.649610e+000
4.277339e+003,1.651969e+000
4.281196e+003,1.652298e+000
4.285053e+003,1.652967e+000
4.288910e+003,1.653123e+000
4.292767e+003,1.651759e+000
4.296624e+003,1.651530e+000
4.300480e+003,1.649325e+000
4.304337e+003,1.650219e+000
4.308194e+003,1.650602e+000
4.312051e+003,1.648232e+000
4.315908e+003,1.645379e+000
4.319765e+003,1.642942e+000
4.323622e+003,1.642250e+000
4.327479e+003,1.640432e+000
4.331336e+003,1.639145e+000
4.335193e+003,1.634903e+000
4.339050e+003,1.633318e+000
4.342907e+003,1.632190e+000
4.346764e+003,1.629073e+000
4.350621e+003,1.624396e+000
4.354478e+003,1.621341e+000
4.358334e+003,1.616637e+000
4.362191e+003,1.612418e+000
4.366048e+003,1.609104e+000
4.369905e+003,1.604646e+000
4.373762e+003,1.599118e+000
4.377619e+003,1.594038e+000
4.381476e+003,1.587441e+000
4.385333e+003,1.585258e+000
4.389190e+003,1.581932e+000
4.393047e+003,1.574979e+000
4.396904e+003,1.568572e+000
4.400761e+003,1.563468e+000
4.404618e+003,1.557903e+000
4.408475e+003,1.551162e+000
4.412332e+003,1.547686e+000
4.416188e+003,1.543630e+000
4.420045e+003,1.538024e+000
4.423902e+003,1.532561e+000
4.427759e+003,1.526419e+000
4.431616e+003,1.520389e+000
4.435473e+003,1.516278e+000
4.439330e+003,1.511684e+000
4.443187e+003,1.506723e+000
4.447044e+003,1.502147e+000
4.450901e+003,1.497469e+000
4.454758e+003,1.492681e+000
4.458615e+003,1.486864e+000
4.462472e+003,1.481054e+000
4.466329e+003,1.474455e+000
4.470186e+003,1.468781e+000
4.474042e+003,1.463686e+000
4.477899e+003,1.460967e+000
4.481756e+003,1.456543e+000
4.485613e+003,1.451474e+000
4.489470e+003,1.447383e+000
4.493327e+003,1.442953e+000
4.497184e+003,1.441480e+000
4.501041e+003,1.438641e+000
4.504898e+003,1.434374e+000
4.508755e+003,1.433619e+000
4.512612e+003,1.431662e+000
4.516469e+003,1.428345e+000
4.520326e+003,1.425509e+000
4.524183e+003,1.423097e+000
4.528040e+003,1.417916e+000
4.531896e+003,1.413248e+000
4.535753e+003,1.409195e+000
4.539610e+003,1.404382e+000
4.543467e+003,1.398319e+000
4.547324e+003,1.391497e+000
4.551181e+003,1.383216e+000
4.555038e+003,1.376011e+000
4.558895e+003,1.369768e+000
4.562752e+003,1.364958e+000
4.566609e+003,1.359466e+000
4.570466e+003,1.353711e+000
4.574323e+003,1.348449e+000
4.578180e+003,1.345107e+000
4.582037e+003,1.342489e+000
4.585894e+003,1.340579e+000
4.589750e+003,1.339010e+000
4.593607e+003,1.337131e+000
4.597464e+003,1.335367e+000
4.601321e+003,1.335360e+000
4.605178e+003,1.335584e+000
4.609035e+003,1.333419e+000
4.612892e+003,1.331641e+000
4.616749e+003,1.331839e+000
4.620606e+003,1.332513e+000
4.624463e+003,1.333322e+000
4.628320e+003,1.332858e+000
4.632177e+003,1.332116e+000
4.636034e+003,1.331742e+000
4.639891e+003,1.333707e+000
4.643748e+003,1.334854e+000
4.647604e+003,1.335381e+000
4.651461e+003,1.337149e+000
4.655318e+003,1.337732e+000
4.659175e+003,1.338820e+000
4.663032e+003,1.341311e+000
4.666889e+003,1.341500e+000
4.670746e+003,1.342589e+000
4.674603e+003,1.345235e+000
4.678460e+003,1.347225e+000
4.682317e+003,1.348182e+000
4.686174e+003,1.351350e+000
4.690031e+003,1.352937e+000
4.693888e+003,1.353062e+000
4.697745e+003,1.354379e+000
4.701602e+003,1.356752e+000
4.705458e+003,1.358606e+000
4.709315e+003,1.360533e+000
4.713172e+003,1.362969e+000
4.717029e+003,1.363666e+000
4.720886e+003,1.364388e+000
4.724743e+003,1.365129e+000
4.728600e+003,1.367133e+000
4.732457e+003,1.369434e+000
4.736314e+003,1.370607e+000
4.740171e+003,1.372593e+000
4.744028e+003,1.373496e+000
4.747885e+003,1.373496e+000
4.751742e+003,1.373857e+000
4.755599e+003,1.375520e+000
4.759456e+003,1.376430e+000
4.763313e+003,1.376979e+000
4.767169e+003,1.376300e+000
4.771026e+003,1.376914e+000
4.774883e+003,1.377896e+000
4.778740e+003,1.378006e+000
4.782597e+003,1.377531e+000
4.786454e+003,1.378138e+000
4.790311e+003,1.377599e+000
4.794168e+003,1.377019e+000
4.798025e+003,1.376258e+000
4.801882e+003,1.374161e+000
4.805739e+003,1.374651e+000
4.809596e+003,1.375074e+000
4.813453e+003,1.372978e+000
4.817310e+003,1.371601e+000
4.821167e+003,1.370371e+000
4.825023e+003,1.367484e+000
4.828880e+003,1.364668e+000
4.832737e+003,1.363632e+000
4.836594e+003,1.363109e+000
4.840451e+003,1.362451e+000
4.844308e+003,1.359880e+000
4.848165e+003,1.358036e+000
4.852022e+003,1.356418e+000
4.855879e+003,1.354874e+000
4.859736e+003,1.352110e+000
4.863593e+003,1.350243e+000
4.867450e+003,1.347585e+000
4.871307e+003,1.345480e+000
4.875164e+003,1.342732e+000
4.879021e+003,1.339129e+000
4.882877e+003,1.336656e+000
4.886734e+003,1.335212e+000
4.890591e+003,1.332405e+000
4.894448e+003,1.329710e+000
4.898305e+003,1.328283e+000
4.902162e+003,1.327903e+000
4.906019e+003,1.326210e+000
4.909876e+003,1.323759e+000
4.913733e+003,1.319970e+000
4.917590e+003,1.317931e+000
4.921447e+003,1.316816e+000
4.925304e+003,1.314367e+000
4.929161e+003,1.311191e+000
4.933018e+003,1.309090e+000
4.936875e+003,1.307009e+000
4.940731e+003,1.303570e+000
4.944588e+003,1.300194e+000
4.948445e+003,1.298953e+000
4.952302e+003,1.298426e+000
4.956159e+003,1.297198e+000
4.960016e+003,1.294774e+000
4.963873e+003,1.292418e+000
4.967730e+003,1.289434e+000
4.971587e+003,1.286728e+000
4.975444e+003,1.285271e+000
4.979301e+003,1.284182e+000
4.983158e+003,1.281664e+000
4.987015e+003,1.279518e+000
4.990872e+003,1.276560e+000
4.994729e+003,1.274289e+000
4.998585e+003,1.273075e+000
5.002442e+003,1.272609e+000
5.006299e+003,1.271555e+000
5.010156e+003,1.270037e+000
5.014013e+003,1.267600e+000
5.017870e+003,1.266482e+000
5.021727e+003,1.265309e+000
5.025584e+003,1.263435e+000
5.029441e+003,1.261485e+000
5.033298e+003,1.261030e+000
5.037155e+003,1.259422e+000
5.041012e+003,1.259309e+000
5.044869e+003,1.258640e+000
5.048726e+003,1.258222e+000
5.052583e+003,1.257527e+000
5.056439e+003,1.256742e+000
5.060296e+003,1.255646e+000
5.064153e+003,1.254574e+000
5.068010e+003,1.253217e+000
5.071867e+003,1.252506e+000
5.075724e+003,1.251879e+000
5.079581e+003,1.252446e+000
5.083438e+003,1.252534e+000
5.087295e+003,1.253103e+000
5.091152e+003,1.252814e+000
5.095009e+003,1.251022e+000
5.098866e+003,1.249266e+000
5.102723e+003,1.248794e+000
5.106580e+003,1.248234e+000
5.110437e+003,1.247392e+000
5.114293e+003,1.245975e+000
5.118150e+003,1.245544e+000
5.122007e+003,1.245775e+000
5.125864e+003,1.244424e+000
5.129721e+003,1.242076e+000
5.133578e+003,1.241499e+000
5.137435e+003,1.241425e+000
5.141292e+003,1.240827e+000
5.145149e+003,1.239782e+000
5.149006e+003,1.238755e+000
5.152863e+003,1.238113e+000
5.156720e+003,1.239060e+000
5.160577e+003,1.237483e+000
5.164434e+003,1.236628e+000
5.168291e+003,1.235698e+000
5.172147e+003,1.234805e+000
5.176004e+003,1.232779e+000
5.179861e+003,1.232365e+000
5.183718e+003,1.232434e+000
5.187575e+003,1.231977e+000
5.191432e+003,1.231345e+000
5.195289e+003,1.231478e+000
5.199146e+003,1.230314e+000
5.203003e+003,1.228833e+000
5.206860e+003,1.227286e+000
5.210717e+003,1.227411e+000
5.214574e+003,1.226334e+000
5.218431e+003,1.224561e+000
5.222288e+003,1.222996e+000
5.226145e+003,1.223023e+000
5.230001e+003,1.222427e+000
5.233858e+003,1.222278e+000
5.237715e+003,1.221303e+000
5.241572e+003,1.220396e+000
5.245429e+003,1.218136e+000
5.249286e+003,1.216887e+000
5.253143e+003,1.216542e+000
5.257000e+003,1.217402e+000
5.260857e+003,1.217487e+000
5.264714e+003,1.216238e+000
5.268571e+003,1.215603e+000
5.272428e+003,1.216120e+000
